output_file,sep_index,slice_start,event_timestamp,class_label,matched_warning_time,matched_warning_delta_minutes,warning_count,notes
oneoutput/original_release_outputs/release_gsep_sc22_ts__1986-02-03_21-25.json,gsep_001,1986-02-03 21:25:00,1986-02-04 09:25:00,close,1986-02-04 09:25:00,0.00,56,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1986-02-05_05-50.json,gsep_002,1986-02-05 05:50:00,1986-02-05 17:50:00,not_found,,,42,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1986-02-05_23-00.json,gsep_003,1986-02-05 23:00:00,1986-02-06 11:00:00,close,1986-02-06 10:10:00,-50.00,15,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1986-02-07_01-00.json,gsep_004,1986-02-07 01:00:00,1986-02-07 13:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1986-02-10_09-00.json,gsep_005,1986-02-10 09:00:00,1986-02-10 21:00:00,close,1986-02-10 20:55:00,-5.00,98,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1986-02-14_02-20.json,gsep_006,1986-02-14 02:20:00,1986-02-14 14:20:00,close,1986-02-14 13:30:00,-50.00,39,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1986-02-16_14-20.json,gsep_006_1,1986-02-16 14:20:00,1986-02-17 02:20:00,not_found,,,15,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1986-03-06_06-25.json,gsep_007,1986-03-06 06:25:00,1986-03-06 18:25:00,not_found,,,10,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1986-05-04_01-00.json,gsep_008,1986-05-04 01:00:00,1986-05-04 13:00:00,close,1986-05-04 12:35:00,-25.00,21,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1987-05-29_05-25.json,gsep_008_1,1987-05-29 05:25:00,1987-05-29 17:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1987-11-07_19-50.json,gsep_009,1987-11-07 19:50:00,1987-11-08 07:50:00,close,1987-11-08 07:40:00,-10.00,9,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1987-12-29_14-15.json,gsep_010,1987-12-29 14:15:00,1987-12-30 02:15:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-01-02_15-55.json,gsep_011,1988-01-02 15:55:00,1988-01-03 03:55:00,close,1988-01-03 03:35:00,-20.00,9,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-03-25_10-50.json,gsep_012,1988-03-25 10:50:00,1988-03-25 22:50:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-06-14_17-20.json,gsep_013,1988-06-14 17:20:00,1988-06-15 05:20:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-06-29_23-25.json,gsep_014,1988-06-29 23:25:00,1988-06-30 11:25:00,close,1988-06-30 10:40:00,-45.00,10,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-07-19_19-00.json,gsep_015,1988-07-19 19:00:00,1988-07-20 07:00:00,not_found,,,47,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-07-26_09-40.json,gsep_016,1988-07-26 09:40:00,1988-07-26 21:40:00,close,1988-07-26 21:30:00,-10.00,33,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-08-25_01-55.json,gsep_017,1988-08-25 01:55:00,1988-08-25 13:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-09-27_09-20.json,gsep_017_1,1988-09-27 09:20:00,1988-09-27 21:20:00,not_found,,,6,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-10-04_20-55.json,gsep_017_2,1988-10-04 20:55:00,1988-10-05 08:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-10-11_18-45.json,gsep_018,1988-10-11 18:45:00,1988-10-12 06:45:00,not_found,,,10,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-10-13_10-00.json,gsep_018_1,1988-10-13 10:00:00,1988-10-13 22:00:00,close,1988-10-13 21:35:00,-25.00,66,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-11-08_01-50.json,gsep_019,1988-11-08 01:50:00,1988-11-08 13:50:00,close,1988-11-08 13:25:00,-25.00,9,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-11-13_13-30.json,gsep_020,1988-11-13 13:30:00,1988-11-14 01:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-12-12_23-10.json,gsep_020_1,1988-12-12 23:10:00,1988-12-13 11:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-12-14_00-10.json,gsep_021,1988-12-14 00:10:00,1988-12-14 12:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-12-15_21-40.json,gsep_022,1988-12-15 21:40:00,1988-12-16 09:40:00,not_found,,,6,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-12-26_20-55.json,gsep_022_1,1988-12-26 20:55:00,1988-12-27 08:55:00,not_found,,,16,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1988-12-28_12-45.json,gsep_022_2,1988-12-28 12:45:00,1988-12-29 00:45:00,not_found,,,12,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-01-04_09-15.json,gsep_023,1989-01-04 09:15:00,1989-01-04 21:15:00,close,1989-01-04 21:25:00,10.00,47,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-03-08_05-55.json,gsep_024,1989-03-08 05:55:00,1989-03-08 17:55:00,close,1989-03-08 17:50:00,-5.00,53,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-03-12_07-25.json,gsep_025,1989-03-12 07:25:00,1989-03-12 19:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-03-17_07-00.json,gsep_026,1989-03-17 07:00:00,1989-03-17 19:00:00,close,1989-03-17 18:55:00,-5.00,4,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-03-23_08-55.json,gsep_027,1989-03-23 08:55:00,1989-03-23 20:55:00,not_found,,,2,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-04-09_05-00.json,gsep_027_1,1989-04-09 05:00:00,1989-04-09 17:00:00,close,1989-04-09 17:00:00,0.00,97,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-04-11_03-55.json,gsep_028,1989-04-11 03:55:00,1989-04-11 15:55:00,close,1989-04-11 15:20:00,-35.00,28,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-04-21_17-05.json,gsep_028_1,1989-04-21 17:05:00,1989-04-22 05:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-05-02_04-50.json,gsep_029,1989-05-02 04:50:00,1989-05-02 16:50:00,close,1989-05-02 17:05:00,15.00,24,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-05-04_20-35.json,gsep_030,1989-05-04 20:35:00,1989-05-05 08:35:00,not_found,,,9,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-05-05_18-25.json,gsep_031,1989-05-05 18:25:00,1989-05-06 06:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-05-06_17-10.json,gsep_032,1989-05-06 17:10:00,1989-05-07 05:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-05-19_23-15.json,gsep_032_1,1989-05-19 23:15:00,1989-05-20 11:15:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-05-22_06-30.json,gsep_033,1989-05-22 06:30:00,1989-05-22 18:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-06-13_23-10.json,gsep_033_1,1989-06-13 23:10:00,1989-06-14 11:10:00,not_found,,,21,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-06-18_05-05.json,gsep_034,1989-06-18 05:05:00,1989-06-18 17:05:00,close,1989-06-18 17:05:00,0.00,117,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-06-20_09-20.json,gsep_035,1989-06-20 09:20:00,1989-06-20 21:20:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-06-28_16-45.json,gsep_036,1989-06-28 16:45:00,1989-06-29 04:45:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-06-29_10-55.json,gsep_037,1989-06-29 10:55:00,1989-06-29 22:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-06-30_08-20.json,gsep_038,1989-06-30 08:20:00,1989-06-30 20:20:00,not_found,,,29,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-07-24_21-35.json,gsep_039,1989-07-24 21:35:00,1989-07-25 09:35:00,close,1989-07-25 09:20:00,-15.00,2,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-08-12_04-20.json,gsep_040,1989-08-12 04:20:00,1989-08-12 16:20:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-08-14_18-30.json,gsep_041,1989-08-14 18:30:00,1989-08-15 06:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-08-15_13-30.json,gsep_042,1989-08-15 13:30:00,1989-08-16 01:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-08-16_19-05.json,gsep_043,1989-08-16 19:05:00,1989-08-17 07:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-08-19_07-25.json,gsep_044,1989-08-19 07:25:00,1989-08-19 19:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-08-21_21-10.json,gsep_045,1989-08-21 21:10:00,1989-08-22 09:10:00,not_found,,,14,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-08-31_02-15.json,gsep_046,1989-08-31 02:15:00,1989-08-31 14:15:00,close,1989-08-31 13:00:00,-75.00,71,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-09-03_15-05.json,gsep_047,1989-09-03 15:05:00,1989-09-04 03:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-09-12_10-25.json,gsep_048,1989-09-12 10:25:00,1989-09-12 22:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-09-15_14-00.json,gsep_048_1,1989-09-15 14:00:00,1989-09-16 02:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-09-29_00-00.json,gsep_049,1989-09-29 00:00:00,1989-09-29 12:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-10-05_12-50.json,gsep_050,1989-10-05 12:50:00,1989-10-06 00:50:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-10-19_01-10.json,gsep_051,1989-10-19 01:10:00,1989-10-19 13:10:00,close,1989-10-19 13:05:00,-5.00,1,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-10-22_04-30.json,gsep_052,1989-10-22 04:30:00,1989-10-22 16:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-10-24_07-00.json,gsep_053,1989-10-24 07:00:00,1989-10-24 19:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-10-28_18-20.json,gsep_054,1989-10-28 18:20:00,1989-10-29 06:20:00,not_found,,,15,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-11-01_07-20.json,gsep_055,1989-11-01 07:20:00,1989-11-01 19:20:00,close,1989-11-01 18:45:00,-35.00,19,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-11-06_06-45.json,gsep_056,1989-11-06 06:45:00,1989-11-06 18:45:00,close,1989-11-06 18:25:00,-20.00,38,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-11-08_15-40.json,gsep_057,1989-11-08 15:40:00,1989-11-09 03:40:00,not_found,,,6,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-11-14_19-55.json,gsep_058,1989-11-14 19:55:00,1989-11-15 07:55:00,close,1989-11-15 07:20:00,-35.00,1,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-11-19_15-00.json,gsep_058_1,1989-11-19 15:00:00,1989-11-20 03:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-11-27_09-40.json,gsep_059,1989-11-27 09:40:00,1989-11-27 21:40:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1989-11-30_02-10.json,gsep_060,1989-11-30 02:10:00,1989-11-30 14:10:00,close,1989-11-30 14:05:00,-5.00,1,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-03-18_19-55.json,gsep_061,1990-03-18 19:55:00,1990-03-19 07:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-03-28_21-20.json,gsep_062,1990-03-28 21:20:00,1990-03-29 09:20:00,close,1990-03-29 09:05:00,-15.00,32,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-04-07_10-40.json,gsep_063,1990-04-07 10:40:00,1990-04-07 22:40:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-04-11_09-20.json,gsep_064,1990-04-11 09:20:00,1990-04-11 21:20:00,close,1990-04-11 21:15:00,-5.00,10,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-04-16_17-00.json,gsep_065,1990-04-16 17:00:00,1990-04-17 05:00:00,not_found,,,8,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-04-27_22-05.json,gsep_066,1990-04-27 22:05:00,1990-04-28 10:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-05-06_18-05.json,gsep_066_1,1990-05-06 18:05:00,1990-05-07 06:05:00,not_found,,,28,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-05-10_09-10.json,gsep_067,1990-05-10 09:10:00,1990-05-10 21:10:00,not_found,,,8,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-05-17_06-10.json,gsep_068,1990-05-17 06:10:00,1990-05-17 18:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-05-21_11-55.json,gsep_069,1990-05-21 11:55:00,1990-05-21 23:55:00,close,1990-05-21 23:30:00,-25.00,9,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-05-24_09-25.json,gsep_070,1990-05-24 09:25:00,1990-05-24 21:25:00,close,1990-05-24 21:15:00,-10.00,50,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-05-26_09-10.json,gsep_071,1990-05-26 09:10:00,1990-05-26 21:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-05-27_17-45.json,gsep_072,1990-05-27 17:45:00,1990-05-28 05:45:00,not_found,,,15,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-06-11_23-40.json,gsep_073,1990-06-11 23:40:00,1990-06-12 11:40:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-07-13_02-15.json,gsep_074,1990-07-13 02:15:00,1990-07-13 14:15:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-07-26_01-30.json,gsep_075,1990-07-26 01:30:00,1990-07-26 13:30:00,close,1990-07-26 13:25:00,-5.00,26,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-07-31_12-20.json,gsep_076,1990-07-31 12:20:00,1990-08-01 00:20:00,close,1990-08-01 00:05:00,-15.00,76,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-08-12_11-25.json,gsep_077,1990-08-12 11:25:00,1990-08-12 23:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-10-22_22-30.json,gsep_077_1,1990-10-22 22:30:00,1990-10-23 10:30:00,not_found,,,15,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-11-10_11-00.json,gsep_077_2,1990-11-10 11:00:00,1990-11-10 23:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-12-22_22-55.json,gsep_077_3,1990-12-22 22:55:00,1990-12-23 10:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1990-12-24_04-30.json,gsep_077_4,1990-12-24 04:30:00,1990-12-24 16:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-01-25_02-25.json,gsep_077_5,1991-01-25 02:25:00,1991-01-25 14:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-01-27_08-25.json,gsep_078,1991-01-27 08:25:00,1991-01-27 20:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-01-30_23-30.json,gsep_079,1991-01-30 23:30:00,1991-01-31 11:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-02-07_20-50.json,gsep_080,1991-02-07 20:50:00,1991-02-08 08:50:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-02-25_00-10.json,gsep_081,1991-02-25 00:10:00,1991-02-25 12:10:00,not_found,,,1,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-03-12_04-50.json,gsep_082,1991-03-12 04:50:00,1991-03-12 16:50:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-03-16_03-00.json,gsep_083,1991-03-16 03:00:00,1991-03-16 15:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-03-22_20-20.json,gsep_084,1991-03-22 20:20:00,1991-03-23 08:20:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-03-29_09-20.json,gsep_085,1991-03-29 09:20:00,1991-03-29 21:20:00,close,1991-03-29 21:15:00,-5.00,51,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-03-31_10-55.json,gsep_086,1991-03-31 10:55:00,1991-03-31 22:55:00,close,1991-03-31 23:00:00,5.00,77,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-04-02_20-15.json,gsep_087,1991-04-02 20:15:00,1991-04-03 08:15:00,close,1991-04-03 07:50:00,-25.00,42,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-04-16_15-50.json,gsep_088,1991-04-16 15:50:00,1991-04-17 03:50:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-04-21_20-35.json,gsep_089,1991-04-21 20:35:00,1991-04-22 08:35:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-05-09_18-50.json,gsep_090,1991-05-09 18:50:00,1991-05-10 06:50:00,not_found,,,1,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-05-12_15-00.json,gsep_091,1991-05-12 15:00:00,1991-05-13 03:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-05-17_23-10.json,gsep_092,1991-05-17 23:10:00,1991-05-18 11:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-05-19_03-35.json,gsep_093,1991-05-19 03:35:00,1991-05-19 15:35:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-05-20_08-00.json,gsep_094,1991-05-20 08:00:00,1991-05-20 20:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-05-22_20-55.json,gsep_095,1991-05-22 20:55:00,1991-05-23 08:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-05-31_00-25.json,gsep_096,1991-05-31 00:25:00,1991-05-31 12:25:00,not_found,,,79,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-06-02_04-40.json,gsep_097,1991-06-02 04:40:00,1991-06-02 16:40:00,not_found,,,2,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-06-04_01-30.json,gsep_098,1991-06-04 01:30:00,1991-06-04 13:30:00,close,1991-06-04 13:25:00,-5.00,46,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-06-05_01-10.json,gsep_099,1991-06-05 01:10:00,1991-06-05 13:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-06-10_14-50.json,gsep_100,1991-06-10 14:50:00,1991-06-11 02:50:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-06-14_11-40.json,gsep_101,1991-06-14 11:40:00,1991-06-14 23:40:00,close,1991-06-14 22:35:00,-65.00,30,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-06-29_17-55.json,gsep_102,1991-06-29 17:55:00,1991-06-30 05:55:00,not_found,,,12,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-06-30_19-00.json,gsep_103,1991-06-30 19:00:00,1991-07-01 07:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-07-06_16-55.json,gsep_104,1991-07-06 16:55:00,1991-07-07 04:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-07-10_14-30.json,gsep_105,1991-07-10 14:30:00,1991-07-11 02:30:00,not_found,,,42,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-08-02_15-20.json,gsep_105_1,1991-08-02 15:20:00,1991-08-03 03:20:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-08-26_05-40.json,gsep_106,1991-08-26 05:40:00,1991-08-26 17:40:00,close,1991-08-26 17:35:00,-5.00,24,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-09-05_21-40.json,gsep_107,1991-09-05 21:40:00,1991-09-06 09:40:00,not_found,,,38,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-10-01_05-40.json,gsep_108,1991-10-01 05:40:00,1991-10-01 17:40:00,close,1991-10-01 17:35:00,-5.00,8,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-10-28_01-00.json,gsep_109,1991-10-28 01:00:00,1991-10-28 13:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-10-29_19-45.json,gsep_110,1991-10-29 19:45:00,1991-10-30 07:45:00,close,1991-10-30 07:40:00,-5.00,4,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-11-15_12-25.json,gsep_110_1,1991-11-15 12:25:00,1991-11-16 00:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-11-16_18-45.json,gsep_110_2,1991-11-16 18:45:00,1991-11-17 06:45:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-12-21_01-50.json,gsep_111,1991-12-21 01:50:00,1991-12-21 13:50:00,not_found,,,31,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1991-12-28_12-05.json,gsep_112,1991-12-28 12:05:00,1991-12-29 00:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-01-03_17-10.json,gsep_112_1,1992-01-03 17:10:00,1992-01-04 05:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-02-06_18-45.json,gsep_113,1992-02-06 18:45:00,1992-02-07 06:45:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-02-16_22-05.json,gsep_114,1992-02-16 22:05:00,1992-02-17 10:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-02-25_17-10.json,gsep_115,1992-02-25 17:10:00,1992-02-26 05:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-02-26_22-30.json,gsep_116,1992-02-26 22:30:00,1992-02-27 10:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-03-07_03-50.json,gsep_116_1,1992-03-07 03:50:00,1992-03-07 15:50:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-03-15_20-40.json,gsep_117,1992-03-15 20:40:00,1992-03-16 08:40:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-04-20_13-30.json,gsep_118,1992-04-20 13:30:00,1992-04-21 01:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-05-08_22-05.json,gsep_119,1992-05-08 22:05:00,1992-05-09 10:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-05-21_08-00.json,gsep_120,1992-05-21 08:00:00,1992-05-21 20:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc22_ts__1992-05-23_21-30.json,gsep_121,1992-05-23 21:30:00,1992-05-24 09:30:00,not_found,,,0,
