output_file,sep_index,slice_start,event_timestamp,class_label,matched_warning_time,matched_warning_delta_minutes,warning_count,notes
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-07-22_06-30.json,gsep_248,2004-07-22 06:30:00,2004-07-22 18:30:00,not_found,,,84,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-07-25_06-25.json,gsep_249,2004-07-25 06:25:00,2004-07-25 18:25:00,close,2004-07-25 18:00:00,-25.00,11,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-07-31_08-45.json,gsep_250,2004-07-31 08:45:00,2004-07-31 20:45:00,close,2004-07-31 19:05:00,-100.00,80,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-09-13_09-05.json,gsep_251,2004-09-13 09:05:00,2004-09-13 21:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-09-19_07-25.json,gsep_252,2004-09-19 07:25:00,2004-09-19 19:25:00,close,2004-09-19 19:20:00,-5.00,36,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-10-29_22-15.json,gsep_253,2004-10-29 22:15:00,2004-10-30 10:15:00,close,2004-10-30 10:15:00,0.00,172,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-10-31_18-55.json,gsep_254,2004-10-31 18:55:00,2004-11-01 06:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-11-07_07-10.json,gsep_255,2004-11-07 07:10:00,2004-11-07 19:10:00,close,2004-11-07 18:50:00,-20.00,51,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-11-08_05-20.json,gsep_256,2004-11-08 05:20:00,2004-11-08 17:20:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-11-09_08-00.json,gsep_257,2004-11-09 08:00:00,2004-11-09 20:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-11-09_15-05.json,gsep_258,2004-11-09 15:05:00,2004-11-10 03:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2004-12-03_01-30.json,gsep_259,2004-12-03 01:30:00,2004-12-03 13:30:00,close,2004-12-03 13:30:00,0.00,186,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-01-14_19-55.json,gsep_260,2005-01-14 19:55:00,2005-01-15 07:55:00,close,2005-01-15 08:00:00,5.00,28,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-01-15_14-10.json,gsep_261,2005-01-15 14:10:00,2005-01-16 02:10:00,not_found,,,11,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-01-17_00-25.json,gsep_262,2005-01-17 00:25:00,2005-01-17 12:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-01-19_18-40.json,gsep_263,2005-01-19 18:40:00,2005-01-20 06:40:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-05-06_10-35.json,gsep_264,2005-05-06 10:35:00,2005-05-06 22:35:00,close,2005-05-06 20:35:00,-120.00,58,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-05-13_17-25.json,gsep_265,2005-05-13 17:25:00,2005-05-14 05:25:00,close,2005-05-14 05:10:00,-15.00,20,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-06-16_10-00.json,gsep_266,2005-06-16 10:00:00,2005-06-16 22:00:00,close,2005-06-16 20:30:00,-90.00,17,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-07-09_15-00.json,gsep_266_1,2005-07-09 15:00:00,2005-07-10 03:00:00,close,2005-07-10 03:00:00,0.00,146,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-07-13_14-45.json,gsep_267,2005-07-13 14:45:00,2005-07-14 02:45:00,close,2005-07-14 02:10:00,-35.00,45,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-07-14_02-00.json,gsep_268,2005-07-14 02:00:00,2005-07-14 14:00:00,close,2005-07-14 13:55:00,-5.00,20,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-07-17_05-35.json,gsep_269,2005-07-17 05:35:00,2005-07-17 17:35:00,not_found,,,25,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-07-26_08-55.json,gsep_270,2005-07-26 08:55:00,2005-07-26 20:55:00,close,2005-07-26 20:50:00,-5.00,62,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-07-27_11-00.json,gsep_271,2005-07-27 11:00:00,2005-07-27 23:00:00,not_found,,,3,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-08-21_14-25.json,gsep_272,2005-08-21 14:25:00,2005-08-22 02:25:00,close,2005-08-22 00:35:00,-110.00,20,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-08-22_08-40.json,gsep_273,2005-08-22 08:40:00,2005-08-22 20:40:00,close,2005-08-22 20:10:00,-30.00,9,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-09-07_14-25.json,gsep_274,2005-09-07 14:25:00,2005-09-08 02:25:00,close,2005-09-08 02:20:00,-5.00,55,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2005-09-13_12-40.json,gsep_275,2005-09-13 12:40:00,2005-09-14 00:40:00,close,2005-09-13 23:40:00,-60.00,45,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2006-07-05_22-15.json,gsep_276,2006-07-05 22:15:00,2006-07-06 10:15:00,close,2006-07-06 10:15:00,0.00,121,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2006-12-06_03-55.json,gsep_277,2006-12-06 03:55:00,2006-12-06 15:55:00,close,2006-12-06 15:50:00,-5.00,67,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2006-12-06_06-55.json,gsep_278,2006-12-06 06:55:00,2006-12-06 18:55:00,not_found,,,50,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2006-12-12_15-10.json,gsep_279,2006-12-12 15:10:00,2006-12-13 03:10:00,not_found,,,37,
oneoutput/original_release_outputs/release_gsep_sc23_ts__2006-12-14_10-55.json,gsep_280,2006-12-14 10:55:00,2006-12-14 22:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2010-08-03_02-45.json,gsep_281,2010-08-03 02:45:00,2010-08-03 14:45:00,close,2010-08-03 14:45:00,0.00,36,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2010-08-14_00-30.json,gsep_282,2010-08-14 00:30:00,2010-08-14 12:30:00,close,2010-08-14 12:20:00,-10.00,67,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2010-08-17_19-20.json,gsep_283,2010-08-17 19:20:00,2010-08-18 07:20:00,not_found,,,80,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-01-27_13-00.json,gsep_283_1,2011-01-27 13:00:00,2011-01-28 01:00:00,not_found,,,6,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-02-14_17-00.json,gsep_283_2,2011-02-14 17:00:00,2011-02-15 05:00:00,close,2011-02-15 05:00:00,0.00,122,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-03-07_12-45.json,gsep_284,2011-03-07 12:45:00,2011-03-08 00:45:00,not_found,,,17,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-03-20_15-25.json,gsep_285,2011-03-20 15:25:00,2011-03-21 03:25:00,not_found,,,15,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-03-21_07-40.json,gsep_286,2011-03-21 07:40:00,2011-03-21 19:40:00,not_found,,,16,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-06-04_18-10.json,gsep_287,2011-06-04 18:10:00,2011-06-05 06:10:00,not_found,,,40,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-06-06_20-05.json,gsep_288,2011-06-06 20:05:00,2011-06-07 08:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-06-11_01-00.json,gsep_288_1,2011-06-11 01:00:00,2011-06-11 13:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-06-16_08-00.json,gsep_289,2011-06-16 08:00:00,2011-06-16 20:00:00,close,2011-06-16 20:05:00,5.00,53,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-08-01_19-00.json,gsep_289_1,2011-08-01 19:00:00,2011-08-02 07:00:00,close,2011-08-02 06:25:00,-35.00,71,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-08-03_18-35.json,gsep_290,2011-08-03 18:35:00,2011-08-04 06:35:00,close,2011-08-04 05:20:00,-75.00,61,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-08-08_06-20.json,gsep_291,2011-08-08 06:20:00,2011-08-08 18:20:00,close,2011-08-08 18:20:00,0.00,55,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-08-08_20-45.json,gsep_292,2011-08-08 20:45:00,2011-08-09 08:45:00,close,2011-08-09 07:55:00,-50.00,41,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-09-05_13-45.json,gsep_293,2011-09-05 13:45:00,2011-09-06 01:45:00,not_found,,,95,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-09-06_13-30.json,gsep_293_1,2011-09-06 13:30:00,2011-09-07 01:30:00,close,2011-09-07 01:35:00,5.00,89,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-09-23_09-00.json,gsep_294,2011-09-23 09:00:00,2011-09-23 21:00:00,not_found,,,9,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-10-23_03-00.json,gsep_295,2011-10-23 03:00:00,2011-10-23 15:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-11-03_11-35.json,gsep_296,2011-11-03 11:35:00,2011-11-03 23:35:00,not_found,,,63,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-11-25_23-25.json,gsep_297,2011-11-25 23:25:00,2011-11-26 11:25:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2011-12-25_06-55.json,gsep_298,2011-12-25 06:55:00,2011-12-25 18:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-01-02_08-00.json,gsep_298_1,2012-01-02 08:00:00,2012-01-02 20:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-01-19_07-20.json,gsep_299,2012-01-19 07:20:00,2012-01-19 19:20:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-01-21_06-00.json,gsep_299_1,2012-01-21 06:00:00,2012-01-21 18:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-01-22_17-30.json,gsep_300,2012-01-22 17:30:00,2012-01-23 05:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-01-27_07-05.json,gsep_301,2012-01-27 07:05:00,2012-01-27 19:05:00,close,2012-01-27 18:45:00,-20.00,15,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-02-24_09-30.json,gsep_302,2012-02-24 09:30:00,2012-02-24 21:30:00,close,2012-02-24 20:45:00,-45.00,88,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-03-04_11-10.json,gsep_303,2012-03-04 11:10:00,2012-03-04 23:10:00,close,2012-03-04 21:50:00,-80.00,64,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-03-06_17-00.json,gsep_304,2012-03-06 17:00:00,2012-03-07 05:00:00,not_found,,,6,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-03-13_06-10.json,gsep_305,2012-03-13 06:10:00,2012-03-13 18:10:00,close,2012-03-13 17:10:00,-60.00,24,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-05-16_14-15.json,gsep_306,2012-05-16 14:15:00,2012-05-17 02:15:00,not_found,,,5,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-05-26_17-05.json,gsep_307,2012-05-26 17:05:00,2012-05-27 05:05:00,close,2012-05-27 05:00:00,-5.00,49,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-06-16_07-25.json,gsep_308,2012-06-16 07:25:00,2012-06-16 19:25:00,close,2012-06-16 19:15:00,-10.00,41,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-07-06_16-00.json,gsep_309,2012-07-06 16:00:00,2012-07-07 04:00:00,not_found,,,22,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-07-08_13-10.json,gsep_310,2012-07-08 13:10:00,2012-07-09 01:10:00,close,2012-07-09 01:05:00,-5.00,19,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-07-12_06-35.json,gsep_311,2012-07-12 06:35:00,2012-07-12 18:35:00,close,2012-07-12 17:10:00,-85.00,33,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-07-17_05-05.json,gsep_312,2012-07-17 05:05:00,2012-07-17 17:05:00,close,2012-07-17 17:00:00,-5.00,19,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-07-18_18-40.json,gsep_313,2012-07-18 18:40:00,2012-07-19 06:40:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-07-23_03-45.json,gsep_314,2012-07-23 03:45:00,2012-07-23 15:45:00,close,2012-07-23 15:10:00,-35.00,32,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-08-02_02-15.json,gsep_314_1,2012-08-02 02:15:00,2012-08-02 14:15:00,close,2012-08-02 13:50:00,-25.00,24,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-09-01_01-35.json,gsep_315,2012-09-01 01:35:00,2012-09-01 13:35:00,close,2012-09-01 13:25:00,-10.00,9,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-09-27_15-00.json,gsep_316,2012-09-27 15:00:00,2012-09-28 03:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-11-08_00-00.json,gsep_316_1,2012-11-08 00:00:00,2012-11-08 12:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2012-12-13_18-15.json,gsep_317,2012-12-13 18:15:00,2012-12-14 06:15:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-01-16_10-35.json,gsep_318,2013-01-16 10:35:00,2013-01-16 22:35:00,not_found,,,44,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-03-16_07-05.json,gsep_319,2013-03-16 07:05:00,2013-03-16 19:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-04-10_22-20.json,gsep_320,2013-04-10 22:20:00,2013-04-11 10:20:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-04-20_21-00.json,gsep_320_1,2013-04-20 21:00:00,2013-04-21 09:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-04-24_11-00.json,gsep_320_2,2013-04-24 11:00:00,2013-04-24 23:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-05-13_06-00.json,gsep_320_3,2013-05-13 06:00:00,2013-05-13 18:00:00,close,2013-05-13 17:50:00,-10.00,34,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-05-15_01-30.json,gsep_321,2013-05-15 01:30:00,2013-05-15 13:30:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-05-22_03-05.json,gsep_322,2013-05-22 03:05:00,2013-05-22 15:05:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-06-21_02-00.json,gsep_322_1,2013-06-21 02:00:00,2013-06-21 14:00:00,not_found,,,39,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-06-23_08-10.json,gsep_323,2013-06-23 08:10:00,2013-06-23 20:10:00,close,2013-06-23 19:40:00,-30.00,25,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-08-17_09-00.json,gsep_323_1,2013-08-17 09:00:00,2013-08-17 21:00:00,close,2013-08-17 19:55:00,-65.00,57,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-08-20_04-00.json,gsep_323_2,2013-08-20 04:00:00,2013-08-20 16:00:00,close,2013-08-20 16:05:00,5.00,92,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-09-29_17-05.json,gsep_324,2013-09-29 17:05:00,2013-09-30 05:05:00,close,2013-09-30 04:55:00,-10.00,1,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-10-27_18-00.json,gsep_324_1,2013-10-27 18:00:00,2013-10-28 06:00:00,not_found,,,74,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-10-29_14-00.json,gsep_324_2,2013-10-29 14:00:00,2013-10-30 02:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-11-01_19-00.json,gsep_324_3,2013-11-01 19:00:00,2013-11-02 07:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-11-06_13-00.json,gsep_324_4,2013-11-06 13:00:00,2013-11-07 01:00:00,not_found,,,22,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-11-09_21-05.json,gsep_324_5,2013-11-09 21:05:00,2013-11-10 09:05:00,not_found,,,10,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-11-19_00-00.json,gsep_324_6,2013-11-19 00:00:00,2013-11-19 12:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-12-13_18-00.json,gsep_324_7,2013-12-13 18:00:00,2013-12-14 06:00:00,not_found,,,14,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-12-25_20-00.json,gsep_324_8,2013-12-25 20:00:00,2013-12-26 08:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2013-12-28_09-50.json,gsep_325,2013-12-28 09:50:00,2013-12-28 21:50:00,not_found,,,2,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-01-05_21-15.json,gsep_326,2014-01-05 21:15:00,2014-01-06 09:15:00,close,2014-01-06 08:40:00,-35.00,60,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-01-07_07-55.json,gsep_327,2014-01-07 07:55:00,2014-01-07 19:55:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-02-17_21-00.json,gsep_327_1,2014-02-17 21:00:00,2014-02-18 09:00:00,not_found,,,96,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-02-18_21-00.json,gsep_327_2,2014-02-18 21:00:00,2014-02-19 09:00:00,close,2014-02-19 09:00:00,0.00,82,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-02-19_20-50.json,gsep_328,2014-02-19 20:50:00,2014-02-20 08:50:00,close,2014-02-20 08:10:00,-40.00,9,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-02-25_02-10.json,gsep_329,2014-02-25 02:10:00,2014-02-25 14:10:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-03-24_18-00.json,gsep_329_1,2014-03-24 18:00:00,2014-03-25 06:00:00,close,2014-03-25 06:00:00,0.00,52,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-03-29_06-00.json,gsep_329_2,2014-03-29 06:00:00,2014-03-29 18:00:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-04-18_03-25.json,gsep_330,2014-04-18 03:25:00,2014-04-18 15:25:00,not_found,,,8,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-08-25_06-00.json,gsep_330_1,2014-08-25 06:00:00,2014-08-25 18:00:00,not_found,,,29,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-09-01_06-00.json,gsep_330_2,2014-09-01 06:00:00,2014-09-01 18:00:00,close,2014-09-01 16:10:00,-110.00,112,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-09-10_14-40.json,gsep_331,2014-09-10 14:40:00,2014-09-11 02:40:00,close,2014-09-11 02:35:00,-5.00,26,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-11-02_09-10.json,gsep_332,2014-11-02 09:10:00,2014-11-02 21:10:00,not_found,,,16,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-12-13_12-55.json,gsep_332_1,2014-12-13 12:55:00,2014-12-14 00:55:00,close,2014-12-14 01:10:00,15.00,61,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-12-20_20-00.json,gsep_332_2,2014-12-20 20:00:00,2014-12-21 08:00:00,close,2014-12-21 07:35:00,-25.00,27,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2014-12-22_12-00.json,gsep_332_3,2014-12-22 12:00:00,2014-12-23 00:00:00,close,2014-12-23 00:00:00,0.00,123,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-01-27_07-00.json,gsep_332_4,2015-01-27 07:00:00,2015-01-27 19:00:00,not_found,,,9,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-02-20_22-00.json,gsep_332_5,2015-02-20 22:00:00,2015-02-21 10:00:00,not_found,,,10,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-03-14_14-00.json,gsep_332_6,2015-03-14 14:00:00,2015-03-15 02:00:00,not_found,,,34,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-03-15_13-00.json,gsep_332_7,2015-03-15 13:00:00,2015-03-16 01:00:00,not_found,,,1,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-04-21_18-00.json,gsep_332_8,2015-04-21 18:00:00,2015-04-22 06:00:00,close,2015-04-22 06:00:00,0.00,38,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-05-11_16-00.json,gsep_332_9,2015-05-11 16:00:00,2015-05-12 04:00:00,close,2015-05-12 04:00:00,0.00,154,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-06-17_21-25.json,gsep_333,2015-06-17 21:25:00,2015-06-18 09:25:00,close,2015-06-18 08:05:00,-80.00,49,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-06-21_08-35.json,gsep_334,2015-06-21 08:35:00,2015-06-21 20:35:00,close,2015-06-21 20:30:00,-5.00,48,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-06-25_14-30.json,gsep_335,2015-06-25 14:30:00,2015-06-26 02:30:00,not_found,,,33,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-07-01_06-00.json,gsep_335_1,2015-07-01 06:00:00,2015-07-01 18:00:00,close,2015-07-01 18:00:00,0.00,74,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-09-20_06-00.json,gsep_335_2,2015-09-20 06:00:00,2015-09-20 18:00:00,close,2015-09-20 18:15:00,15.00,11,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-09-30_08-30.json,gsep_335_3,2015-09-30 08:30:00,2015-09-30 20:30:00,not_found,,,6,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-10-22_02-00.json,gsep_335_4,2015-10-22 02:00:00,2015-10-22 14:00:00,not_found,,,5,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-10-28_17-50.json,gsep_336,2015-10-28 17:50:00,2015-10-29 05:50:00,not_found,,,35,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-11-09_04-00.json,gsep_336_1,2015-11-09 04:00:00,2015-11-09 16:00:00,not_found,,,31,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2015-12-28_02-00.json,gsep_336_2,2015-12-28 02:00:00,2015-12-28 14:00:00,close,2015-12-28 13:00:00,-60.00,120,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2016-01-01_16-30.json,gsep_337,2016-01-01 16:30:00,2016-01-02 04:30:00,close,2016-01-02 04:20:00,-10.00,29,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2016-03-15_19-00.json,gsep_337_1,2016-03-15 19:00:00,2016-03-16 07:00:00,close,2016-03-16 06:15:00,-45.00,31,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2016-04-17_20-00.json,gsep_337_2,2016-04-17 20:00:00,2016-04-18 08:00:00,not_found,,,50,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2016-05-15_05-00.json,gsep_337_3,2016-05-15 05:00:00,2016-05-15 17:00:00,not_found,,,24,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2016-07-22_18-00.json,gsep_337_4,2016-07-22 18:00:00,2016-07-23 06:00:00,close,2016-07-23 05:10:00,-50.00,23,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2017-07-13_21-00.json,gsep_338,2017-07-13 21:00:00,2017-07-14 09:00:00,close,2017-07-14 08:30:00,-30.00,67,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2017-07-24_15-00.json,gsep_338_1,2017-07-24 15:00:00,2017-07-25 03:00:00,close,2017-07-25 01:30:00,-90.00,78,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2017-09-04_12-40.json,gsep_339,2017-09-04 12:40:00,2017-09-05 00:40:00,not_found,,,24,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2017-09-06_00-35.json,gsep_340,2017-09-06 00:35:00,2017-09-06 12:35:00,not_found,,,0,
oneoutput/original_release_outputs/release_gsep_sc24_ts__2017-09-10_04-45.json,gsep_341,2017-09-10 04:45:00,2017-09-10 16:45:00,close,2017-09-10 16:35:00,-10.00,54,
